lcl|CP053544.1_prot_QOT18847.1_117	AAN64237.1	27.8	245	6.21e-22	83.2
lcl|CP053544.1_prot_QOT15251.1_125	AAN64242.1	36.4	250	3.70e-40	131
lcl|CP053544.1_prot_QOT15251.1_125	ABE98169.1	36.0	250	4.04e-39	128
lcl|CP053544.1_prot_QOT15251.1_125	AAN64237.1	32.4	253	6.44e-33	112
lcl|CP053544.1_prot_QOT15251.1_125	ABE98171.1	32.4	253	1.78e-32	111
lcl|CP053544.1_prot_QOT15354.1_259	AMY25797.1	38.0	411	3.63e-73	226
lcl|CP053544.1_prot_QOT15355.1_260	ABD14379.1	46.8	235	9.19e-64	191
lcl|CP053544.1_prot_QOT15356.1_261	ABD14378.1	46.5	198	8.45e-60	179
lcl|CP053544.1_prot_QOT15416.1_333	ABE98171.1	38.2	246	3.42e-37	125
lcl|CP053544.1_prot_QOT15416.1_333	AAN64237.1	38.2	246	9.42e-37	124
lcl|CP053544.1_prot_QOT15416.1_333	AAN64242.1	31.7	249	1.72e-24	91.7
lcl|CP053544.1_prot_QOT15416.1_333	ABE98169.1	32.1	249	1.72e-24	91.7
lcl|CP053544.1_prot_QOT15429.1_347	ABD66587.1	23.1	169	7.19e-07	41.2
lcl|CP053544.1_prot_QOT15496.1_421	sp|B5ZA76.1|PGDAE_HELPG	30.3	251	4.15e-39	132
lcl|CP053544.1_prot_QOT15706.1_653	sp|P80092.2|CBPX1_SACS2	35.7	398	9.54e-71	220
lcl|CP053544.1_prot_QOT15828.1_789	AAN64242.1	30.3	185	1.17e-20	80.1
lcl|CP053544.1_prot_QOT15828.1_789	ABE98169.1	31.0	184	3.08e-20	79.0
lcl|CP053544.1_prot_QOT15931.1_902	AGC74206.1	30.4	253	5.40e-28	105
lcl|CP053544.1_prot_QOT15995.1_973	AMY25797.1	43.4	412	1.13e-92	277
lcl|CP053544.1_prot_QOT16209.1_1204	AMY25797.1	35.1	399	4.72e-59	189
lcl|CP053544.1_prot_QOT16807.1_1873	ABE98171.1	36.5	255	3.10e-43	139
lcl|CP053544.1_prot_QOT16807.1_1873	AAN64237.1	36.1	255	4.37e-43	139
lcl|CP053544.1_prot_QOT17101.1_2203	ABE98171.1	32.1	252	4.32e-19	78.2
lcl|CP053544.1_prot_QOT17101.1_2203	AAN64237.1	31.7	252	7.94e-19	77.4
lcl|CP053544.1_prot_QOT17121.1_2223	ABE98171.1	32.2	245	3.04e-38	126
lcl|CP053544.1_prot_QOT17121.1_2223	AAN64237.1	32.2	245	8.47e-38	125
lcl|CP053544.1_prot_QOT19031.1_2232	AMY25797.1	36.3	402	2.33e-60	193
lcl|CP053544.1_prot_QOT17197.1_2304	AAR31035.1	25.7	408	2.98e-18	79.7
lcl|CP053544.1_prot_QOT17251.1_2364	AAM76772.1	29.0	272	2.28e-27	99.8
lcl|CP053544.1_prot_QOT17271.1_2386	ABE98169.1	37.1	248	3.90e-30	105
lcl|CP053544.1_prot_QOT17271.1_2386	AAN64242.1	37.3	249	2.91e-29	103
lcl|CP053544.1_prot_QOT19048.1_2425	ABE98171.1	47.4	249	4.13e-68	203
lcl|CP053544.1_prot_QOT19048.1_2425	AAN64237.1	47.4	249	1.17e-67	202
lcl|CP053544.1_prot_QOT17422.1_2561	AMY25797.1	38.5	405	1.81e-71	223
lcl|CP053544.1_prot_QOT17642.1_2798	ABD14378.1	69.5	210	6.97e-103	290
lcl|CP053544.1_prot_QOT17643.1_2799	ABD14379.1	70.4	247	2.96e-121	338
lcl|CP053544.1_prot_QOT17709.1_2868	ATA52070.1	48.2	494	3.49e-134	390
lcl|CP053544.1_prot_QOT17709.1_2868	UOU03443.1	32.1	436	5.19e-53	179
lcl|CP053544.1_prot_QOT17709.1_2868	AXF48699.1	28.3	495	1.31e-38	139
lcl|CP053544.1_prot_QOT17709.1_2868	AXF48699.1	28.3	495	1.31e-38	139
lcl|CP053544.1_prot_QOT17709.1_2868	AXF48700.1	28.7	491	1.80e-38	138
lcl|CP053544.1_prot_QOT17834.1_3012	AMY25797.1	37.0	427	4.89e-76	234
lcl|CP053544.1_prot_QOT17858.1_3040	sp|P80092.2|CBPX1_SACS2	37.2	374	6.40e-62	197
lcl|CP053544.1_prot_QOT19134.1_3340	sp|P80092.2|CBPX1_SACS2	37.0	351	3.34e-62	197
lcl|CP053544.1_prot_QOT18150.1_3372	ABE98171.1	35.6	247	9.29e-39	129
lcl|CP053544.1_prot_QOT18150.1_3372	AAN64237.1	35.2	247	1.83e-38	128
lcl|CP053544.1_prot_QOT18150.1_3372	AAN64242.1	31.0	248	1.49e-26	97.1
lcl|CP053544.1_prot_QOT18150.1_3372	ABE98169.1	31.0	248	3.99e-26	95.9
lcl|CP053544.1_prot_QOT18273.1_3513	ABE98171.1	35.7	263	9.27e-30	104
lcl|CP053544.1_prot_QOT18273.1_3513	AAN64237.1	35.4	263	1.81e-29	103
lcl|CP053544.1_prot_QOT18472.1_3734	ABD14379.1	54.8	248	6.14e-86	248
lcl|CP053544.1_prot_QOT18473.1_3735	ABD14378.1	58.3	216	1.59e-87	250
lcl|CP053544.1_prot_QOT18520.1_3791	ABE98171.1	37.1	259	1.75e-35	119
lcl|CP053544.1_prot_QOT18520.1_3791	AAN64237.1	36.3	259	9.54e-35	117
lcl|CP053544.1_prot_QOT18767.1_4069	ATA52070.1	30.9	499	2.66e-38	137
